RANK NEW,WORD,IPA,ENGLISH,FREQUENCY,DP RANK,EXAMPLE SENTENCE,,,,,,,,,,RANK NEW
1666,ทรัพยากร,sáp pʰá jaː kɔːn,resource; natural resource,2919,65,เยาวชนคือทรัพยากรที่มีค่าของชาติ,,,,,,,,,,1666
1667,รี่,rîː,to head straight for; directly,2742,67,เมื่อเขาแกล้งเคาะตู้ เจ้าสุนัขก็จะรี่มาหาราวกับรู้ภาษา,,,,,,,,,,1667
1668,แผนก,pʰà nɛ̀ːk,department; division; section,1438,83,ลองนับดูว่าบริษัทเรามีกี่แผนก แล้วก็จดบันทึกไว้,,,,,,,,,,1668
1669,เพียงใด,pʰiːaŋ daj,how much; however much,2020,76,ยิ่งเด็กไม่ได้รับความอบอุ่นจากครอบครัวมากเพียงใด กลุ่มก็จะยิ่งมีอิทธิพลต่อเด็กมากขึ้น,,,,,,,,,,1669
1670,หลังคา,lǎŋ kʰaː,roof; rooftop,1362,84,บ้านหลังนี้เป็นบ้านที่มีโครงสร้างแบบเล็กๆ เป็นบ้าน 4 เสา มีหลังคาพอคุ้มฝน มีหน้าต่างเจาะไว้หยาบๆ 2 บาน,,,,,,,,,,1670
1671,ปราศจาก,pràːt sà tɕàːk,"be without, be deprived of",2373,71,การเดินขบวนประท้วงล้มเหลวทุกครั้งเนื่องจากผู้ประท้วงปราศจากอาวุธที่จะต้านทานกับฝ่ายทหารที่มีอาวุธอยู่ในมือซึ่งพร้อม,,,,,,,,,,1671
1672,วุ่นวาย,wûn waːj,chaotic; troublesome; bothersome,1791,78,เพื่อนของฉันบอกว่ายอมอยู่เป็นคนโสดดีกว่ามีคู่แล้ววุ่นวาย,,,,,,,,,,1672
1673,เจ,tɕeː,vegetarian,2669,68,พ่อกับลุงกินเจทุกวันอาทิตย์,,,,,,,,,,1673
1674,โชคดี,tɕʰôːk diː,good luck,2393,71,ผมอาจโชคดีได้รับเงินตกเบิกก้อนโต,,,,,,,,,,1674
1675,กระจก,kràʔ tɕòk,glass; mirror,2127,74,ช่างสร้างบ้านตัดกระจกเป็นแผ่นเพื่อทำหน้าต่าง,,,,,,,,,,1675
1676,ยากจน,jâːk tɕon,poor,2454,70,แม้ชาวชนบทบางคนจะยากจนก็ยังมีจิตใจเอื้อเฟื้อ โดยเฉพาะการตักบาตรทำบุญทำทานแก่ศาสนา,,,,,,,,,,1676
1677,หลีกเลี่ยง,lìːk lîːaŋ,"avoid, evade",2137,74,เราสามารถป้องกันโรคหัวใจ และมะเร็งได้  โดยหลีกเลี่ยงอาหารที่มีไขมันชนิดอิ่มตัว,,,,,,,,,,1677
1678,ศิลปิน,sìʔ lá pin,artist,2879,65,อาร์เอสต้องปรับเปลี่ยนรูปแบบผลงานของศิลปินอยู่ตลอดเวลาเพราะเพลงวัยรุ่นเปลี่ยนแปลงเร็ว,,,,,,,,,,1678
1679,กลไก,kon kaj,"mechanism; device; office, organ",2497,70,นาฬิกาเรือนนี้มีกลไกทำงานซับซ้อนมาก,,,,,,,,,,1679
1680,ประทับ,pràʔ tʰáp,imprint; affix; reside; stay,1430,83,กระดาษสำหรับเขียนจดหมายส่งไปต่างประเทศสีฟ้าเนื้อบางชนิดมีดวงตราไปรษณียากรประทับราคาสำเร็จรูปแล้ว,,,,,,,,,,1680
1681,ถ้อยคำ,tʰɔ̂ːj kʰam,word; confession; expression,1964,76,การกล่าวคำอวยพรในงานมงคลสมรสจะกล่าวเพียงสั้นๆ ด้วยถ้อยคำที่เป็นมงคลแก่คู่สมรส ไม่ควรจะพูดเยิ่นเย้อ,,,,,,,,,,1681
1682,เหมือนเดิม,mɯ̌ːan dɤːm,as before,1763,78,ครอบครัวปัจจุบันแม่ก็ยังเป็นผู้ใกล้ชิดสนิทสนมให้ความอบอุ่นกับลูกอยู่เหมือนเดิม,,,,,,,,,,1682
1683,ตกแต่ง,tòk tɛ̀ŋ,decorate; beautify,1703,79,บ้านนี้ตกแต่งภายในด้วยมัณฑนากรชื่อดัง,,,,,,,,,,1683
1684,ท่าทาง,tʰâː tʰaːŋ,stance; posture,3601,56,สมชายเดินด้วยท่าทางมั่นใจ,,,,,,,,,,1684
1685,เลือกตั้ง,lɯ̂ːak tâŋ,vote,3123,62,พ.ร.บ.องค์การบริหารส่วนจังหวัด พ.ศ.2540 มาตรา 82 กำหนดให้เลือกตั้งเฉพาะนายกองค์การบริหารส่วนจังหวัดตำแหน่งเดียวเท่านั้น,,,,,,,,,,1685
1686,ลึกซึ้ง,lɯ́k sɯ́ŋ,profoundly; deeply; touching,1648,80,เราคงไม่ต้องพิจารณาอะไรกันให้ลึกซึ้งนัก,,,,,,,,,,1686
1687,ความมั่นใจ,kʰwaːm mân tɕaj,confidence,1219,85,เขามีความมั่นใจที่จะทำงานให้สำเร็จลุล่วงได้ทันเวลา,,,,,,,,,,1687
1688,เคลื่อน,kʰlɯ̂ːan,move; progress,1937,76,การอ่านข้อมูลที่บันทึกไว้จะทำได้เมื่อหัวอ่านเคลื่อนผ่านจุดข้อมูลแม่เหล็กที่เหนี่ยวนำไว้แล้ว,,,,,,,,,,1688
1689,เท่าใด,tʰâw daj,how much; howeever much,1671,79,ผลการแข่งขันบาสเกตบอลคู่นี้แพ้ชนะกันเท่าใด,,,,,,,,,,1689
1690,ความเสียหาย,kʰwaːm sǐːa hǎːj,damage,2672,67,ไต้ฝุ่นเกย์ทำให้เกิดความเสียหายอย่างหนักในภาคใต้ตอนบน,,,,,,,,,,1690
1691,ขยะ,kʰà jàʔ,garbage,2149,74,ใครมักง่ายทิ้งขยะลงไปตามท่อระบายน้ำ จะทำให้ท่อเกิดการอุดตัน,,,,,,,,,,1691
1692,ย่า,jâː,paternal grandmother,2456,70,เด็กก่อนวัยเรียนในชนบทจะถูกปู่ย่าตายายและญาติทำหน้าที่ดูแลแทนพ่อแม่ของพวกเขา,,,,,,,,,,1692
1693,เอ่ย,ʔɤ̀ːj,"mention, utter",4550,44,เธอเอ่ยขึ้นก่อนที่ผมจะอ้าปากพูดอะไรเสียอีก,,,,,,,,,,1693
1694,วัสดุ,wát sà dùʔ,material; substance; matter,1856,77,ตุ๊กตาประเภทนี้ประดิษฐ์ขึ้นเพื่อให้เด็กเล่น มักทำอย่างง่ายๆ จากวัสดุที่หาได้ใกล้ๆ,,,,,,,,,,1694
1695,ประมาท,pràʔ màːt,look down on; insult; underestimate,1346,83,ผมไม่มีเจตนาดูถูกหรือหมิ่นประมาทพวกพี่ๆ,,,,,,,,,,1695
1696,นม,nom,milk; breast,2063,74,นมของแม่ลูกอ่อนจะคัดทุกครั้งที่ถึงเวลาให้นมลูก,,,,,,,,,,1696
1697,ป้อน,pɔ̂ːn,feed; provide,751,91,นักสัตววิทยากำลังต้องใช้อาหารป้อนลูกหมีแพนด้าที่ถูกแม่ทอดทิ้ง,,,,,,,,,,1697
1698,กัด,kàt,bite,2121,74,สมชายกัดเนื้อย่างเข้าไป 1 คำจึงรู้ว่าไม่สุก,,,,,,,,,,1698
1699,ชายหนุ่ม,tɕʰaːj nùm,youth,5423,33,ชายหนุ่มคนใดอายุยี่สิบปีบริบูรณ์ควรบวชพระ เพื่อทดแทนพระคุณพ่อและแม่,,,,,,,,,,1699
1700,แทรก,sɛ̂ːk,insert,1345,83,บ้านของเขาแทรกอยู่ในแมกไม้สีเขียว เป็นบ้านใต้ถุนสูง มีเสาไม้แดงท่อนกลมเรียงราย,,,,,,,,,,1700
1701,ดังที่,daŋ tʰîː,as; according to; as if,3086,62,ถ้าไม่มีความรู้นี้แล้วก็ไม่สามารถวิเคราะห์ภาษาดังที่มนุษย์ทำได้,,,,,,,,,,1701
1702,ชัก,tɕʰák,"to pull at; twitch; rather, somewhat",2590,68,เมื่อเห็นเธอทำท่าไม่ยินยอม คนร้ายก็ชักมีดออกมาเพื่อจะขู่,,,,,,,,,,1702
