Thai,English,Romanization,ipa,Exemple sentence
โยง,link; tie; attach,yong,joːŋ,ผู้ต้องหาให้การโยงไปถึงอีกคนหนึ่ง
ทว่า,but,thawa,tʰá wâː,ถึงแม้จะยอมทำงานทุกอย่างโดยไม่ย่อท้อ ทว่าครอบครัวของสุดใจก็ยังคงจนอยู่
ช่องว่าง,gap,chongwang,tɕʰɔ̂ːŋ wâːŋ,ความไม่เข้าใจระหว่างพ่อแม่ลูกอาจสืบเนื่องมาจากปัญหาช่องว่างระหว่างวัยก็เป็นได้
ศีล,canon; religious precept,sin,sǐːn,หากผู้แทนของกองทัพไทยวางตัวเป็นผู้ที่มีศีลมีสัตย์ ย่อมทำให้ชื่อเสียงของบ้านเมืองดี
ประพันธ์,write; compose; create,praphan,pràʔ pʰan,เขาประพันธ์นวนิยายขึ้นหลายเล่ม
ผ่า,chop,pha,pʰàː,ชาวนาผ่าฟืนเพื่อนำไปเป็นเชื้อเพลิงในการหุงต้ม
คณิตศาสตร์,mathematics,khanitsat,kʰá nít tà sàːt,โปรแกรมการสอนคณิตศาสตร์และภาษาอังกฤษมีจำหน่ายแล้ว
แช่,soak in; immerse in,chae,tɕʰɛ̂ː,ไม่รู้ว่าแกแช่อยู่ที่สังเวียนตั้งแต่เช้ายันเย็นได้ยังไง
สงครามโลก,world war,songkhramlok,sǒŋ kʰraːm lôːk,ช่วงสงครามโลก เขาเคยเข้าไปหลบระเบิดในหลุม
ก้น,bottom; ass,kon,kôn,นางแบบคนนี้เอวเล็กแต่ก้นใหญ่
ภักดี,be loyal to,phakdi,pʰák diː,คนไทยภักดีต่อสถาบันพระมหากษัตริย์มาช้านาน
เครื่องยนต์,engine,khrueangyon,kʰrɯ̂ːaŋ jon,เรือที่ใช้หาปลาในปัจจุบันเป็นเรือที่ใช้เครื่องยนต์แทบทั้งสิ้น
กวาด,sweep; dust,kwat,kwàːt,ภารโรงกวาดห้องเรียนสะอาดทุกวัน
ภาพถ่าย,photo; picture,phapthai,pʰâːp tʰàːj,หล่อนรักการถ่ายภาพ จึงใช้ภาพถ่ายสะท้อนอารมณ์และความรู้สึก
เชื้อเพลิง,fuel,chueaphloeng,tɕʰɯ́ːa pʰlɤːŋ,แกลบที่นำมาอัดเป็นแผ่น นำมาใช้เป็นเชื้อเพลิงในโรงงานอุตสาหกรรมได้ดี
จากนี้,from this moment,chakni,tɕàːk níː,นับจากนี้ถึงเดือนกันยายนจะมีการเปลี่ยนแปลงของกรมตำรวจจึงน่าที่จะจับตาดูว่าใครจะเข้ามารับตำแหน่งสำคัญ
งา,sesame; ivory; tusk,nga,ŋaː,ฉันชอบรับประทานขนมครองแครงน้ำกะทิใส่งา
ยุทธศาสตร์,strategy,yutthasat,jút tʰá sàːt,กองทัพสหรัฐบินโจมตีและทิ้งระเบิดที่มั่นยุทธศาสตร์ทางทหารในอิรัก
รัฐวิสาหกิจ,State enterprises,ratthawisahakit,rát wíʔ sǎː hà kìt,ในอนาคตสภาพของรัฐวิสาหกิจที่มีกำไรของ ทศท. อาจแปรเปลี่ยนกลับกลายมาเป็นรัฐวิสาหกิจที่ขาดทุน อันเกิดจากประสิทธิภาพการให้บริการการซ่อมบำรุงที่ด้อยลง
นักวิจัย,researcher,nakwichai,nák wíʔ tɕaj,จำนวนของนักวิจัยในประเทศพัฒนาแล้วอยู่ในระดับสูงสุด
ตบ,slap,top,tòp,เธอตบหน้าเขาเพราะไม่พอใจที่เขาดูถูกเธอ
สุนัข,dog,sunak,sùʔ nák,บ้านของเขาทำธุรกิจเพาะสุนัขขาย ซึ่งสร้างรายได้ที่ดีมากทีเดียว
เอ็น,ligament,en,ʔen,มือทั้งสองข้างของเขาเกร็งแน่น จนเส้นเอ็นที่ลำแขนเต้นระริก
ครัวเรือน,household,khruaruean,kʰruːa rɯːan,ในอนาคตข้างหน้า ทุกครัวเรือนจะมีไมโครคอมพิวเตอร์ใช้กันหมด
ข้างนอก,outside,khangnok,kʰâːŋ nɔ̂ːk,ฉันไม่ค่อยชอบข้างนอก มันวุ่นวายน่าเบื่อ
โต้ตอบ,counter; respond; oppose,totop,tôː tɔ̀ːp,แม้ผมต้องใช้เวลาโต้ตอบกับเขาทั้งๆ ที่เขียนอังกฤษได้ช้า แต่ก็ได้ความรู้เพิ่มขึ้น
ขำ,giggle; laugh,kham,kʰǎm,ผิวหล่อนขำงามดีออก ดูสวยคมคายไม่จืดชืดเหมือนพวกผิวขาว
มูลนิธิ,foundation,munnithi,muːn níʔ tʰíʔ,มูลนิธิอนุเคราะห์คนพิการเป็นมูลนิธิที่ช่วยเหลือคนพิการด้านการศึกษา การฝึกอาชีพ ตลอดทั้งหางานให้ทำ
